"","documents"
"15440","Good food, good service, nice restaurant however has no view as in basement. If the location was better then this would be top notchMore"
"15441","The staff were very polite and welcoming. Food was wonderful. a throughly enjoyable experience. My sons gave me a voucher for my birthday. Best present ever. Would definitely go again.More"
"15442","Our parents purchase a buyagift voucher for us 3 kids and partners. We knew from the ts&cs that we'd have to pay for an extra sides and drinks so this wasn't something that bothered us. Very attentive staff, always quick to fill our empty water...More"
"15443","The three course meal and cocktail had a disappointing main meal. Our understanding of a main meal is not an 8 oz piece of poor quality steak alone on a plate! Vegetables should not be extra at £4 a time! Especially with a 12.5% gratuity.Perhaps...More"
"15444","We had one of the virgin experience vouchers, the choice of menu for this experience was ok, the food was good, especially the deserts, the only problem we had was the venue was so dark we and other were having problems reading the menu"
"15445","very good food  no atmosphere certainly will not g backvery good food  no atmosphere certainly will not g back"
"15446","1st class food & service,well worth it.Have already booked next time. Would (and have) heartedly recommend"
"15447","With the gift voucher we were expecting the different menu, but were disappointed that the mains came with nothing (we ordered a side salad and the house fries for £8).  Followed by the bakewell tart and the brulee both were very nice.   The cocktails were...More"
"15448","We visited the restaurant in Liverpool St as part of a special offer with a visit to The Shard. We'd already paid £50 for the restaurant meal as part of the deal. We had no idea that we'd have to pay an EXTRA £50 on...More"
"15449","we had a gift voucher for the 3 course meal as a present from our daughter whilst staying in London and I must say it was absolutely wonderful from start to finish.  The service was excellent and the food divine!  Would definitely recommend it.More"
"15450","I went here with friends and had a fantastic meal with superb wines at a reasonable cost. The staff were very attentive and We could not fault anything.Great steaks and all the trimmings were good too."
"15451","Having been to see Handbaged at the Vaudeville Theatre, we made our way to Middlesex Streetfor our 6:30 booking. We arrived at about 6:15 and were greeted by the maître dee who took us took our table. We had booked for a three course...More"
"15452","On a package (voucher) deal the meal is a scam.i.e limited choices on the main course unless you paid a supplement e.g.rump steak (nicely cooked to ones liking I must say) +£4.oo Chips or fries + £4.00 Onion rings + £4.00 salad or vegetables +...More"
"15453","My youngest son bought me this for a Fathers Day present and we took the opportunity when in London to use the voucher. The service was very good and the food also, we didn't see the 'A la carte' menu as we were using a...More"
"15454","I enjoyed the experience but was not sure the trip out East was worth the trouble. Lots of similar places do an equally good job."
"15455","The food was lovely, very enjoyable; the music was very low so you could hold a conversation without having to shout.The coffee was dreadful, they didn't know how to make a Latte"
"15456","We had dinner at this restaurant with the compliments of a gift from friends. We were disappointed that you couldn't book for a Friday/weekend in advance, you have to wait till the Wednesday before the weekend. We booked for a Wednesday night without any problems....More"
"15457","My mother and I recently ate here for dinner as part of a combined package, with a visit to the shard. We were extremely looking forward to the dining experience, and dressed up for the occasion. There really was no need. The restaurant isn't a...More"
"15458","We had a meal deal coupled with a 'view from the Shard' experience via Virgin Experience Days. We chose to eat early evening and then visit the Shard. Getting things sorted in advance was a bit hit and miss as you have to book one...More"
"15459","Food wasn't as exciting as we thought. Too much salt in one dish whilst the other quite blant.Soup of the day very average. Good service and tasty desserts though."
"15460","As soon as you walk in to the restaurant you get a feeling your in for a great evening. The waiters and waitresses are more than helpful making sure you have always got a drink. The food is unbelievable and the service is actually very...More"
"15461","Without children we ventured to a restaurant that was specific for adults and me time. Attentative staff, good choice of meal and a very relaxed dining experience.More"
"15462","Very easy to find, very good ambience, pleasant decor, We had the lunch which included cocktails, superb! starters excellent, followed by House Cut Steak, best piece of Steak we have enjoyed in a long while Puddings again very good. Service and attention to detail well...More"
"15463","first impression was disappointing and that did not change through the meal. Rather gloomy basement dining room with only a few tables occupied so little atmosphere. Set 3-course lunch for £23.50 per head seems reasonable so how does the bill get to £80  for 2...More"
"15464","Took our daughter and husband as part of their birthday pressies. We all loved it.  Great food, service, staff and overall experience.More"
"15465","Meal for 4 bought as part of 60th birthday present + food was promised to be a 'mouthwatering' menu ! What we actually got was a set menu with four choices for each course and the food ranged from poor to average.We were very disappointed...More"
"15466","Fantastic service, gorgeous food and lovely surroundings, so glad that we did this. Spent quite a bit on drinks etc. but that was our choice as we were having such a lovely time! Can definitely recommend the Espresso Martini - it was amazing!More"
"15467","Perfect place for celebrating our double anniversary (Mum and Dad's 40th wedding anniversary, mine and my partners' 10th year of being together). When I mentioned this the staff really did go the extra mile and made our experience even more special. Thank you to all!More"
"15468","As Londoners, price isn't our first consideration. But having felt as though you are being pressurised by waiting staff to purchase every extra, up-sold, cross-promoted item on the menu to earn you their attention, this certainly won't be going on our list of recommendations.More"
"15469","Our evening at the restaurant was wonderful. All of the staff were informative ,friendly and very efficient.  The meal was faultless, the steak cooked to perfection. The dessert was to die for!  I hope to dine there again the next time I am in London....More"
"15470","Visited with my boyfriend and his parents as a special dinner in London. Felt very exclusive. Went on a special 3 course set menu deal, which was very good, although bill came to quite a lot with the wine as well. Still, was good value...More"
"15471","We had their special set menu bought for us as a birthday gift.  The whole experience was fabulous and it was extremely good value for money compared to their normal prices.  The food and service were fabulous.   The only thing that always gets me is...More"
"15472","Food was ok, although our first steak was over cooked and the other main was returned as it was not what we ordered. Very expensive for an avaerage meal. Disappointed!More"
"15473","Visited MPW Steak and Alehouse at the weekend for a belated birthday lunch treat. Arrived slightly early but was promptly seated. We thought the atmosphere in the dining room was excellent, nicely formal but not too starchy and with an excellent buzz due to a...More"
"15474","My husband and I went to MPW for my birthday dinner. I wanted to try this place out and we went for the set menu (£49). Having read mixed reviews about this restaurant, we did some research on the dishes served so as to avoid...More"
"15475","We were bought this as a gift which was very much appreciated however I don't think I would have felt I had received value for money had I paid myself. In fact I don't even think the various gift options which are often on sale...More"
"15476","Recently wwnt here with a voucher for a 3 course meal and a cocktail. We git there early but the staff were happy to seat us. We had our cocktail each which was very nice. The starters were ok but came with no garnish. The...More"
"15477","We expected steak. What we were offered was so much more. So we can't comment on the quality of the beef at all - we ate fois gras (sorry to anyone offended - it was fabulous) with brioche toast, prawn cocktail with sumptuous and juicy,...More"
"15478","Very friendly and efficient service. The food was very good quality, freshly cooked. Can highly recommend the steaks which were perfectly cooked. Would not hesitate in coming back.More"
"15479","We were very lucky to receive this as a wedding present as part of a package to view the shard.  The walk from the shard is easy and allows you to take in the beautiful sight of Tower Bridge from London Bridge and walk past...More"
"15480","The meal was okay, but nothing special. For the price charged I would have expected a much better meal. I have never been to a restaurant where they quote a price for a 3 course meal and then charge you extra if you wish to...More"
"15481","We booked to have a special meal as part of my wife's birthday celebration. The food was great. Well cooked and presented. Our 7year old enjoyed the steak. Nothing left on plates. Re omen a visit. We will be back.More"
"15482","Lovely succulent steak, even though sides (chips) were a bit pricey and not included in meal option."
"15483","Overall experience good but starter and main course came up too close together had to ask for a gap before dessert"
"15484","We had a 3-course meal with cocktail voucher which was a present from a relative of mine.Our reservation was a 5:45 and we seated quickly by polite and chatty staff. The restaurant was clean and presentable and all waiters happy to help.Only thing...More"
"15485","The restaurant is lovely, the staff are very friendly, and make you feel relaxed. I was looking forward to this for a few months, I love steak and I have to say mine was average, I had food envy over my wife's steak (fillet) I...More"
"15486","Customer service very good. Attentive waiting staff. Disappointing venue. Feels drab and unloved. A section of the restaurant is curtained off and was not in use. We walked through a vibrant and busy city of London full of people enjoying themselves to reach the restaurant...More"
"15487","All in all, a very satisfactory meal with good staff who made us feel welcome and comfortable. Only downsides were, having paid up front for a deal on lastminute.com, ending up paying over £15 on the night. £4 was out of choice for a side...More"
"15488","We booked this meal using a buy a gift.com voucher.  From arriving at the restaurant we were made to feel very welcome and were seated very promptly.  Waiters all very cheerful and polite and looked after us well throughout the meal.  Food was amazing our...More"
"15489","We booked this meal as part of a package which included a trip to The Shard. The meal was excellent with good service and a very pleasant atmosphere. Will certainly return."
"15490","Bought this as a gift for our anniversary and upgraded to vip, well worth doing. From the moment we arrived we were made to feel valued. Our waiter was attentive but not fussy. Would definately recommend this."
"15491","The first impressions of the inside of the restaurant are good.  It follows the theme of the Lavenham PMW restaurant in that there many pictures covering the walls.  Though whereas in the Lavenham restaurant the theme is famous faces  from the sixties, here we are...More"
"15492","Friendly welcome and attentive service. Had the lunch set menu and part of a voucher deal (with London Shard viewing). Food was good quality and very generous portion sizes. Great cocktail to start. Only issue was that myself and my wife both ordered our steaks...More"
"15493","My Parents got me a experience voucher which included a set meal here.  The food was amazing.  Although I never like having a discretionry service change being added especially at 12.5%!!!We had the set meal so sides (chips etc) were £4 extra and we...More"
"15494","We arrived for our reservation at 1pm. We had been bought a voucher as a 40th birthday present. As others have stated we also received the 'oh your a voucher' service. We were seated in the corner which was a bit of a squash but...More"
"15495","Superb lunch last Friday - out for the day to celebrate my birthday, this lunch was perfect. From the friendly welcome to the efficient, courteous and attentive staff the whole experience was great. The food was excellent and the wine was a good complement to...More"
"15496","The service was very good.  I feel that the set menu should include some sides as the main is a little meagre without them and an extra £4 is expensive.More"
"15497","This is a lovely steak house and we shared a Boston rib between us and it was wonderful. The staff are all very good and attentive to you but not pushy or all over you. The starter and desert were also lovely. Would recommend this...More"
"15498","This was a gift so we were looking forward to our Sunday lunch. We arrived early but were seated straight away. The choices on the set menu were limited but having said that the soup and steak were lovely. Our main issue was that NOTHING...More"
"15499","My daughter had bought the fine dining experience at the steakhouse and a trip up to the top of the shard as a 50th birthday present for me. We had been looking forward to the meal for weeks. When we arrived and walked into the...More"
"15500","Let me say the food was good BUT if you are using a voucher, and this was a wedding present from some good friends, then the experience is not so good.  Immediately upon arrival you are welcomed and then 'oh you are using a voucher'...More"
"15501","Had a lovely meal here yesterday (Saturday) afternoon. Beautiful Salmon starter, followed by a Fillet Steak cooked to perfection :-)  We had a very nice welcome upon arrival, and lovely service from all of the staff during our meal. It was a very warm afternoon...More"
"15502","Lovely cocktails, good starters, excellent steaks, chips tasted as if they had not beenbrought to the table as soon as they were cooked and the mixed vegetables werenot very good either.  Service was slow although the restaurant did not look particularly busy.  We enjoyed the...More"
"15503","As per our previous visits, the food was excellent, particularly the steaks, attentive friendly service, I recommend to anyone who likes steak. My choice of dessert was not available but was offered an alternative that was very good.More"
"15504","Reading the reviews from previous customers with the same deals I had (virgin experience dinner plus shards) I was worried as they had complained about the food, service and the additional charges. Upon arrival (we got there a bit early than the booking time)they were...More"
"15505","Very well trained waiting staff make a reasonable restaurant great. Our waiters were attentive without being intrusive, capable at their tasks, and most importantly - it was easy to catch their eye! The food, whilst not exceptional was extremely good - the meat was well...More"
"15506","Food was nice but I did not like the fact you had to pay extra for chips and salad. The restaurant was ok, I did expect better. I would not go back againMore"
"15507","The 3 course menu was very limited and after receiving a gift voucher that doesn't state about extra expenses, we ended up spending the same amount that we would have in an average restaurant without a voucher on top of the voucher , which was...More"
"15508","I was only back in the UK for a few days so Mrs O and I took the opportunity to use a gift voucher for MPW steakhouse on my last night. We waited a while to be seated for our reservation but it was 6.30pm...More"
"15509","Lovely service but we went on a very hot day and there is no air con. It was so uncomfortably hot we couldn't eat our meal. In their defence they didn't charge us for what we couldn't eat. I'm sure on a cooler day it...More"
"15510","A very enjoyable experience with excellent service. The food was very nice. The surroundings were tasteful and very clean. No complaints but perhaps it would have been nice to have seen a few more items on the set menu.More"
"15511","Lovely restaurant with good atmosphere.  Service was great and staff friendly and helpful.  Food was hit and miss, starters were excellent, steaks were average, salad was limp and non edible.  Chips and onion rings were good, puddings were quite good. Would not take a lot...More"
"15512","Went here prior to a trip up The Shard, bought as part of a package.Situated off the main drag to be sure, but once inside, it was very nice. White tablecloths, very attentive service and excellent food. Highly recommend the steak, very juicy, very...More"
"15513","Reading these other reviews.. on the fixed menu shard combo... I was disappointed for similar reasons. The steak was truly great, no complaints, excepted disappointed in no seasoning. But the service was over the top for the options.. It seemed they were working over time...More"
"15514","Well worth a visit, everything was spot on, service was excellent, very attentive, but not overbearing."
"15515","The restaurant was tucked away up a side street the decor was quite traditional We had cocktails on arrival which wer of a good strength the food was good bit disapointed about a charge for veg but overall agod experinece and I would go again"
"15516","Used a buyagift.com voucher for 2 people.Had a great time here. Lovely service, great food, nice atmosphere.Duck terrine to start with the battered haddock and chips as a main. Finished with the sticky toffee pudding.Would definitely recommend."
"15517","Ours was a meal incorporated with a trip to the Shard through the Mail. Food was good, us two men had the fish & chips with peas & our wives had Chicken & chipolatas but we had to buy extra potatoes & veg which they...More"
"15518","The size of the portions were for hobbits. Menu options limited. Mains came with nothing other than the main. Was supposed to be a free as a birthday gift meal but still had to pay £18:50???. Left and went to subway next door   . Dissapointed...More"
"15519","Ate here for our anniversary very friendly and the food is amazing. Would recommend the haddock fish cake and the duck to start. Very clean resturant and the service was exceptional"
"15520","We visited 23rd July for a set menu lunch. We booked a voucher via Buyagift.com that cost £40 and gave us £49 credit which was the lunch for two. The restaurant is just a couple of minutes walk from Liverpool Street Tube. The restaurant is...More"
"15521","Can't believe Marco PW has eaten here recently.  The service was good but the rest was poor.  Very hot in the restaurant.  Appreciate it was a hot day but a restaurant serving hot food on a hot day should have decent air conditioning.  The starters...More"
"15522","Went for lunch on a £25 prix fixe offer including a cocktail which, by comparison with the rest of the menu, was good value. Normal prices seem high even for a city venue. The food was well presented, excellently cooked, and the steak in particular...More"
"15523","From the Maitre D's welcome, the cocktail, the service and the food, I couldn't have asked for a better lunch to start our special day.  I would even go to say it was better than the steak house at the Grosvenor.We were sat side...More"
"15524","Visited the restaurant for a three course meal and cocktail gift which seemed to be how most of the other guests were visiting that evening. And it seems like repeat custom is not something the restaurant owner is particularly interested in.The service was exceptional,...More"
"15525","The food was plentiful and pretty good.  They'd run out of rump steak which was a bit of a mis-steak considering steak restaurant.  Tables were a bit cramped and the decor and ambience didn't quite hit the spot, but the service was really good.  Very...More"
"15526","The service was great and the waiter very attentive. The food from the set menu was ok but not great we have both had better steaks at other less known places and the vegtables that we paid extra for were salty did not order dessert...More"
"15527","I went to MWP as a gift experience. As previous reviewers have noted, any extra drinks, sides or supplements for a fillet steak are added to the bill. For me, the cost of these plus the cost of the gift experience is not good value...More"
"15528","Bought a buy gift for Marko Pierre white steakhouse, three course meal and cocktail. Decor and restaurant was exceptional, service was could have been more attentive as was a little slow at times, which wasn't necessary as restaurant wasn't full. Took my wife and two...More"
"15529","the food quality was not up to the standard, the steak was poor quality ...definitely not worth the £34 i paid for it.I have been here before and the food and service was great however i was disappointed by my recent experience. The standards...More"
"15530","We dined with the 3 course set menu at £23.50 per person. It was a shame that sides were charged on top of this and that a supp. had to be paid for the steak (considering it's a steak restaurant!) but overall considering it's a...More"
"15531","Having visited the Chelsea version in February 204 we couldn't wait until we were back in London to try the Middlesex Road restaurant. It was every bit as good as the chelsea restaurant and while the atmosphere and location were not as good, the welcome,...More"
"15532","Generally really good, although steak a little chewy - not what I expected from a restaurant of this status. Otherwise all very tasty, although not inexpensive. I had opted for the offered VIP upgrade, which cost £50 per couple, and covered 1 side dish each,...More"
"15533","We purchased a voucher from Buyagift for a meal at MPW Steak & Alehouse ahead of our recent trip to London.  The deal was £40 for a 3 course meal & cocktail for 2.  I have to say, this was one of the best meals...More"
"15534","We ate dinner here as part of a Virgin experience gift experience. We turned up 45 minutes early for our booking but we were seated straight away. The staff were all friendly and helpful. We ordered from the set menu which included a cocktail which...More"
"15535","Very nice, we went for a  deal with Amazon and hada  nice to be expected lunch. Good atmosphere, very nice service with no pressure. Clean and tdy place. Food was good, not excellent but good value for the price."
"15536","Excellent food from the set menu (Virgin experience voucher). Choice of minimum of 3 dishes per course. Steak was fantastic as was the creme brullee...and the starter!! Service very good and attentive. Only 2 small downsides were that the aircon was broken and it was...More"
"15537","I had high hopes coming to this restaurant, but was unfortunately disappointed. Don't get me wrong, the staff were faultless and the food was of a good quality. However, there wasn't much choice; and as we had to wait 40 minutes for our main course,...More"
"15538","Three of us enjoyed a great welcome, which was followed by excellent service, all of us enjoyed the 3 courses we had which were from the set menu. The set menu included a cocktail which was quite refreshing and cooling as the restaurant was quite...More"
"15539","We ate here as part of a Virgin gift voucher. The food was good, but all vegetables including potatoes had to be purchased as side orders, which were very meagre. Coffee was also expensive. We enjoyed our meal, but not sure whether we would go...More"
"15540","Seriously, no air-conditioning in a premium restaurant! We went on a hot July afternoon and there weren't even any fans! It was very hot and we were uncomfortable before we started our food. Because of this we didn't order any wine as we enjoy red,...More"
"15541","We ate here last night having used a free Virgin experience voucher for a meal and a view from the shard experience. We booked an early dinner and the food and drinks were perfect. The staff were attentive without being over the top and the...More"
"15542","The food and cocktails were really nice (the onion rings are the best I've ever had) but there was no air-conditioning or air circulation. The men in our group were dripping with sweat and the long thick pleather table dressing stuck to the ladies legs....More"
"15543","Atmosphere was good, food was average, extras over priced, went on a very warm night and there was no Air con the place was way to hot, broken lever in the toilet basin not the sort of thing you would expect at those prices,"
"15544","I arrived at the restaurant expecting it to be overly posh, but was pleasantly suprised.  It was a comfortable and welcoming, cosy restaurant. The staff were extremely pleasant and professional and the food was beautiful. It is a place I will be attending again.More"
"15545","The smell of toilets as soon as we walked in the restaurant didn't set things off on the right foot. The lack of air conditioning also didn't help on one of the hottest days of the year. If you are genuinely happy to pay £10.50...More"
"15546","I paid £49 for a voucher which included a 3 course meal & cocktail for two. We decided on a late lunch & booked a table for 3pm. When we arrived there were only 3 or 4 other tables occupied which unfortunately affected the atmosphere....More"
"15547","This was a gift from our daughter and son in law, 3 course meal and cocktails for two. From the time we entered the restaurant up until we left the staff was very efficient and tentative.  The food was beautiful, steak done to perfection and...More"
"15548","We had a voucher (does anyone go to this restaurant without one?) and like everyone else, we were a bit disappointed to find how much we actually had to pay for.  So what was supposed to be a free meal as a present still cost...More"
"15549","The atmosphere was lovely & service was great although in my opinion the food wasn't spectacular. My partner wasn't so keen on his over cooked steak & I was disappointed when they only had 1 item left on the dessert menu. Overall the experience was...More"
"15550","We booked this as a deal with a trip to the Shard.  The service and meal were excellent and we were made to feel very welcome.  However I did find the service charge rather high and was surprised at the charge for side dishes.  We...More"
"15551","Absolutely awesome place would definitely recommend anyone to go there, the food is something else and the steak melts in the mouth :)More"
"15552","Yes we too had a three course voucher for two but were prepared to spend more on a few extras as is often the case. Well by the time we had added some veg, water and coffees we ended up adding as much as a...More"
"15553","Like lots of others, I too had a voucher as a birthday present, which included a cocktail and a three-course meal.  I expected to pay extra for drinks, but I was disappointed to be charged £4 per portion  for side dishes (e.g. chips, vegetables, etc.)...More"
"15554","We ate at Marco Pierre White as birthday meal out.  The food was fine but nothing special and it is a bit disappointing to have to pay for the sides on top of the steak when you get there having already had a voucher for...More"
"15555","I got a voucher for my birthday which was for a 3 course meal and cocktail for two and my mum paid £50 for it. I guess they must have a lot of voucher users as their website has special instructions when booking. I dont...More"
"15556","We could not fault the staff, very attentive without being in your face. The food was good quality on the whole, though my husband chose the rump steak and it was a bit on the chewy side(though cooked exactly as asked for, medium rare.). We...More"
"15557","Excellently cooked steaks otherwise we would have sent both of them straight back !Very good food supported by very high levels of customer service.More"
"15558","Its a steak house and it serves great steak, cooked beautifully.  The set menu is reasonable value, but doesn't include vegetables.  My small bowl of chips, whilst nice, was not worth  £4, nor did the quality of food on the al carte menu overall justify...More"
"15559","Good food with excellent service.Set menu is ok for lunch but possibley a bit limited for special occasion.Set menu also does not include any sides.Would revisit to try a la carte"
"15560","We chose Fillet to be told that it cost more than was actually detailed on the menu because they had just changed their supplier to the Best in the Country who was more expensive.We then discussed how we wanted our steaks and it was...More"
"15561","I found the service first first class, the food was typical of a high class restaurant and the cost was too. I have no hesitation in recommending this establishment and would return again.More"
"15562","We treated ourselves to this experience for our anniversary and it was one of the best restaurants we have been to.  To start with, we phoned the restaurant several times to clarify things and the staff were polite and informative.  On arrival and during the...More"
"15563","My parents bought myself and my partner a Buy a Gift voucher for a 3 course meal and a cocktail.  We booked in May via the internet (having got no where on the phone with people saying you couldn't book more than a week in...More"
"15564","Got given a voucher through buy a gift for a 3 course meal and cocktail for 2. We chose this restaurant as opposed to the Kings rd restaurant. We upgraded and took the VIP package which cost £25 each. This included, a bottle of wine...More"
"15565","I feel cheated that the voucher we were given as a gift for a meal did not include a service charge or any vegetable or potato to accompany the meal.  I certainly would not consider eating here again, as although the food was good quality...More"
"15566","I had heard a couple of negative reviews ahead of this visit, but this visit was excellent. I was given a meal experience voucher for my birthday which my wife and I enjoyed on Friday 11 July.The restaurant wasn't busy but even so, the...More"
"15567","Great food, service great and not overly expensive.  Staff friendly and helpful and food was cooked to perfectionMore"
"15568","The food was 5* with every attention to detail. The waiting staff were very attentive. I felt like we weren't rushed but also weren't left with dirty dishes in front of us.More"
"15569","This restaurant was booked as a two part virgin package and I was expecting a reasonable meal but it was much better than that. The kipper pate was lovely,the house cut steak cooked beautiful and lastly the sticky toffee pudding  was so light. A truly...More"
"15570","The service was by far the best thing about our experience.Lovely meal and a wide selection of drinks  Will revist again.More"
"15571","The service was great and the food was very nice. This review has to be at least 100 characters so I am just writing this now to fill in the test of the space."
"15572","The problem with this restaurant is that so many people are using a deal. They then expect to have a sumptuous meal and pay no extra. I decided to convert my 3 course set menu (inc cocktail) for £50 off the a la carte and...More"
"15573","Our third trip to the restaurant and as always, excellent food, excellent service. Will definitely be going back again and again. Highly recommend to anyone"
"15574","Nothing special. Went on a deal with visiting the shard also, as part our $0th birthday. ( my wife and I). Ended up paying £34 extra, eg eight chips- £4, small bowl of veg £4. It is advertised as a steakhouse in the deal but...More"
"15575","I have dined in several restaurants that bear the name of celebrity chefs and have to say they rarely meet expectations.  This is certainly an exception. The food was excellent and the staff were friendly and attentive. We dined quite late for lunch (3pm) but...More"
"15576","it was a good lunch time ,slightly expensive ,and don't believe in a compulsory 12.5% service charge this should be at the customers discretion"
"15577","We came to this restaurant to celebrate our anniversary and brought our young child with us. There was only one waiter taking orders and we were made to wait to order whilst our child became hungry and restless. The staff were nice to our child...More"
"15578","Thoroughly enjoyed it!all staff were tentative and the food was superb!the pumpkin soup was the best I've ever tasted and even my partner (who is a fussy eater) said he would love to go back!"
"15579","Fantastic restaurant, excellent food and service. Would definitely go back and recommend to others if you enjoy a good steak and top notch service then you will love it here."
"15580","I was given a meal for two at this restaurant as a retirement present and was not disappointed. The food was first class and the atmosphere very welcoming. We decided to upgrade to a vip package which included water, wine side dishes coffee and service...More"
"15581","We had the most wonderful meal in your restaurant. My husband & brother in law had fillet steak while my sister & I had the Haddock, the Haddock was so full of flavour & the fillet steak was the best they had had. Very good...More"
"15582","I am a fairly frequent customer at MPWs, including for business and pleasure.  Lunch on this occasion was for an office team of six people, using the three course and cocktail deal which represents excellent value for money.  Choice of food was very reasonable and...More"
"15583","We had an excellant meal and service, my only critisism was with the vegetables. On the menu it offered Seasonal green vegetables, the only green thing about it were the peas and they were frozen. I had been expecting green beans and maybe some broccolli...More"
"15584","A combination Shard/MPW restaurant.  Very over priced.  Was told I had ordered a la carte menu when I had booked so the deal we had signed up to was not available.  Had prawn cocktail starter - 6 prawns and lettuce - no bread/lemon etc.  My...More"
"15585","Excellent restaurant,  attentive staff, food also excellent. This was part of a virgin experience and as such we assumed there would be  nothing more to pay except maybe drinks.........WRONG. There were no vegetables included with mains and there was a service charge of £7 odd,...More"
"15586","The whole experience was excellent including the cocktail, choice and quality of meal and the friendly service.  Onlly downside was the cancellation of our booking the day before as  we had not reponded to a mobile message.. Some of us don't have our mobiles switched...More"
"15587","The staff were very welcoming and friendly.  The food was delivered incredibly promptly.  It was all delicious.  We had a a set menu which was good."
"15588","Excellent service. Cocktails were lovely, starters and main meals very good. Sticky toffee pudding rather dry."
"15589","The meal wasn't that nice. way to salty, so salty that I didn't eat parts of it. Wasn't worth the money. Plus It was partly cold too. Staff were very friendly and polite 8/10 but food 4/10"
"15590","excellent food and servive and staffpolite and helpful and willing 2 help at all times very prompt and quick"
"15591","We booked this Restaurant for a special Birthday celebration.  We received a lovely welcome and were given a good table.   Unfortunately there were some raucous people close to us, so we asked to move - no problem.    The cocktails we were offered were brilliantly done,...More"
"15592","Service excellent, ambience outstanding, but sides very expensive and poor value who serves soup without a bread roll, the roll was £2.00 extra. Food was well cooked but would not go again nor recommend. Drinks were very very expensive. My voucher entitled me to a...More"
"15593","I was thoroughly impressed with the meal and service on our visit. We normally go to the other MP White restaurant, which is also good, but if you're tossing up between the two, go here. The ambience is great; the service very professional but not...More"
"15594","We had a lovely meal, the service was friendly and the environment was very relaxing.  The food was extremely tasty and well presented.  We would love to go back againMore"
"15595","A nice restaurant with a really good meal. staff were helpful and friendly and the service was faultless. You were made to feel you take as long as you like and made our Anniversary meal special.More"
"15596","We had a table for 6, the ambience of the restaurant was very nice and the staff were attentive but not in your face.  However the food is overpriced (especially all the side dishes which at £4 a go really ramps up the overall price...More"
"15597","The restaurant was fully booked all evening (strange for a Saturday in the heart of the city I thought) and the ambiance was dull and the decor sparse. The waiters were very pleasant, friendly and attentive and our French waiter was superb.The starter was...More"
"15598","Our table was ready for us even though we arrived early, everything was very clean and well presented.  Service was faultless and the food was amazing.  We have a Virgin Experience voucher someone bought for our birthdays so we expected to pay for our drinks...More"
"15599","An enjoyable meal was had by all. The service was faultless, the food quality was what you would expect so we were neither disappointed OR overwhelmed. The restaurant could do with a makeover to make it more desirable and impressive to the eye."
"15600","The food was very good and we had a very good time the staff where awesome Sides and wine might be a bit expensive"
"15601","Went with my fiance on a voucher. Very pleased with the food in general. The sides are definitely poor value for money £4 for 3-4 little pieces of very pale carrot, few slices of overcooked cabbege and some onions. The starters were lovely, however I...More"
"15602","A lovely restaurant with very good helpful and pleasant staff. Sides and wine might be a bit expensive but its London and a very special place. Our food was excellent and so were the cocktails. The little touches like the tablecloths changed between each guests...More"
"15603","My wife & i were given a gift voucher for Marco Pierre White's steak & alehouse restaurant in middlesex street as a Christmas gift we went on the 5th July. Booking on line a bit of a pain had to ring them in the end...More"
"15604","Four of us had a lovely lunch at Marco Pierre White's London Steak and Alehouse!We went to the restaurant with our special deal vouchers and thoroughly enjoyed the cocktail followed by three delicious courses. Between us, I think we sampled most of the items...More"
"15605","Restaurant was clean and modern and the staff were excellent. Food was really good and we were fit to bust when we left.We had a great time and would do it again for a special  occasion"
"15606","My wife and I had a late lunch here. Excellent meal with very good service. Yes, the sides and the wine are on the expensive side, but were worth it! My salmon starter was possibly the best I've had anywhere and we left feeling very...More"
"15607","The food was ok but there was a mistake with every course.+ wrong cocktail served+ wrong main served/ side forgotten (As there was a problem with one of the mains the other main was sent back whilst waiting for the second main to...More"
"15608","Went with my friend on a voucher.  Staff very friendly and attentive, but a few too many than was justified I thought.  Wine very expensive.  Food very nice - but I thought 4pounds (I've lost the pound sign on my keyboard) for sides was expensive....More"
"15609","I visited here with my partner after being given a voucher for Xmas. We actually went on his birthday.Staff were personable, but the quality of the food merely average and too expensive. The wine list is way overpriced, duck confit starter rather dry, steaks...More"
"15610","Lovely restaurant and it didn't have any loud music. I had Haddock, thick cut chips with mushy peas and it was lovely. My husband (his Birthday Treat) had the 8oz steak, he asked for the steak to have no blood and cooked all through, when...More"
"15611","Excellent food, lovely staff. Would definitely return. Good atmosphere, lively and comfortable restaurant.More"
"15612","Stunning resturant, wonderful food, quick service, delicious drinks, and lovely waiters perfect!! Will love to return!More"
"15613","Pleasant staff, good food. No complaints. Would go again. Had prawn cocktail to start, 8oz rump and chips for mains and sticky toffee pudding for afters.More"
"15614","Went here with a Virgin experience voucher - booking was a total pain, you could only book 48 hrs in advance!  The voucher also included The Shard viewing tower, but we had to give up booking both together with the 48 hr limitation.A nice...More"
"15615","The restaurant is very hard to find and in a secluded area. When we arrived, we were greeted by a man who was quite ignorant and rude and was obviously there just for the money as his service all night was awful. We ordered 2...More"
"15616","Lovely steak, tasty pudding, nice organic wine, refreshing cocktail on arrival, elegant seating and pleasant atmosphere.More"
"15617","Lovely meal , attentive staff , will definitely be going back again, this was a buy a gift voucher for our 30th wedding anniversary ,More"
"15618","Having spent most of the day in the area, including the morning on Petticoat Lane  Market, as our trip was on a Sunday, we were keen to eat earlier than booked. A young and charming man agreed, on behalf of the maitre d', immediately to...More"
