"","documents","ViaMobiles"
"1092","I’m going to be honest: we were probably an annoyance when we came here. We were a group having a good night out in town, and all the more excitable because we hadn’t seen each other in ages. So we were a bit exuberant and...More","Mobile"
"1093","Great food and attentive service as usual. Excellent way to celebrate my birthday and I got an apron as a gift.","Not Mobile"
"1094","Great menu!Had smoked mackeral for starters,Fillet steak with onion rings and potato croquettes (amazing)Bread and butter pudding for pudding.Great service!Atmosphere romantic with dimmed lights.","Mobile"
"1095","The food was beautiful and and the cocktails were amazing. The staff were excellent. We would definitely return if we visit London again.","Not Mobile"
"1096","Food was delicious and service was first class.Managers and waiters and waitresses were very friendly and attentive at all times.","Not Mobile"
"1097","I cannot fault the staff at all. Everyone was extremely, and appropriately, attentive and very polite and helpful.However, after looking forward to our meal, we were disappointed by the food somewhat and wouldn’t rank the meal highly at all, having had better meals at...More","Not Mobile"
"1098","The food was really excellent, the environment classy and quiet. The service was pleasant, the only slight criticism would be that the bill was presented instantly after dessert, making us feel we needed to leave, when there was plenty of room for new customers if...More","Not Mobile"
"1099","we had been given a Virgin Experience Voucher to visit the Shard and have a meal at restaurant. Atmosphere was lovely, staff friendly and helpful. The downfall was simply the steak... very poor quality indeed, despite a lot of waste on plates, clearing staff did...More","Not Mobile"
"1100","A very enjoyable and special lunchtime treat.  The staff were welcoming and friendly and the food was great.  The sirloin steaks we had were particularly good.","Not Mobile"
"1101","Initially on entering the restaurant the concierge was great, very friendly took our coats and showed us to our table, our waitress seemed rushed , food superb especially starters and deserts , main just steak so needed to add sides and sauce!!!Steak and sides warm...More","Not Mobile"
"1102","We had a very enjoyable evening, the food was very good and the service excellent. All members of staff were very polite.The evening was gift to us and it was a very good way to experience the restaurant and it's food.","Not Mobile"
"1103","The set meal at the Steakhouse was given to us as part of a Virgin Experience with View from the Shard.  The Shard was really interesting and after that we walked up to the restaurant.  Very good meal and service, with a good choice of...More","Not Mobile"
"1104","We enjoyed the set menu lunch while celebrating a milestone 60th birthday. Food and service both of high quality and the restaurant location close to Liverpool St station was ideal.","Not Mobile"
"1105","Starter and sweet fine, but main course not to the standard we expected from a Marco Pierre White endorse restaurant.","Not Mobile"
"1106","This was a birthday gift voucher for my husband's 40th birthday. Set menu, 4 choices or supplement. Side order extra, as in vegetables. Drinks extra. Uninspired cocktail included (not much alcohol in them!). Food was average, but definately not worth £135, I've had much better...More","Not Mobile"
"1107","Excellent food and service. Better instruction required on correct exit from Liverpool Street tube station to find you please.","Not Mobile"
"1108","Steak was superb. Wine was superb. Service friendly and great atmosphere. Nicely tucked away place close to Liverpool St. Not cheap, but you get what you pay for.","Not Mobile"
"1109","We enjoyed a perfect three course meal as part of a Christmas gift from buyagift. Great value for money, impeccable service.Delicious three courses, including a plentiful roast dinner. Perfect portion sizes.Would recommend to anyone as a gift or treat to yourself!","Mobile"
"1110","Absolutely beautiful food, atmosphere was fantastic staff were welcoming. Would highly recommend, and we shall be returning.","Not Mobile"
"1111","Superb atmosphere and brilliant food service excellent staff very helpful and attentive from being met at the door to the waiters","Not Mobile"
"1112","Bought a Time Out voucher - 5 courses and a drink, very good value for money and gives an opportunity to try more dishes. Food was delicious, staff attentive in spite of the full restaurant (just small mixed up with menu by receiving hostess at...More","Not Mobile"
"1113","Had a voucher for a birthday gift. As soon as they saw it was booked with a voucher, their attitude changed. Didn’t take any coats or bags. Despite being relatively empty we were given an awful table to which I kept getting my back knocked...More","Not Mobile"
"1114","We had a booking for 8.30pm, we arrived on time and was taken to our table. The table was right where the waiter/waitress walk in and out with food/drinks, we only sat there for about 10 minutes and it was like sitting in a corridor....More","Not Mobile"
"1115","For our visit in this restaurant we had used a Virgin experience voucher. The voucher includes 3 Set menu, but does not includes sides, drinks (this is normal) and we had to pay a service charge on the entire bill inclusive voucher amount. From my...More","Not Mobile"
"1116","Service And food quality was goodBut I'll say the place is too expensive for what it is... We had a close menu with Virgin and didn't like how they tried to make us order things out of the menu...","Not Mobile"
"1117","Brought a gift voucher for lunch or dinner,. 3 courses and a cocktail. Nice welcome, coats taken. Quick and prompt service at the table. Great food, the beef wellington was lovely.","Mobile"
"1118","We had rump steak served on a cold plate and the small serving mash potatoes and spinage dish was over priced at £5.25 each - this meant we spent £10.50 between us for mash potatoes and £5.25 for a portion of  spinage which we shared...More","Not Mobile"
"1119","If you're looking to have a great night with great food and atmosphere this place is the one! My family loved it as well. Thank you!","Not Mobile"
"1120","could not fault any of our time here food and staff was amazing ,atmosphere was lovely and the drinks were delicious","Not Mobile"
"1121","We booked this and were concerned after some of the recent reviews but it was great. We has a voucher (buy a gift) for the 3 course, champagne  and boxed apron gift. The food was lovely, service very friendly and efficient. Meat was cooked to...More","Mobile"
"1122","Main was on its own so had to buy supplements ! And main steak I ordered with £12 supplement was fatty and Boney Glass of wine was £15 overpriced overall and disappointed won’t be going back","Not Mobile"
"1123","If you go for the set menu take your own drink and side orders.  The steak comes on its own - no veg or potatoes.  I ordered a side order of new potatoes at £5.25 and there were five i the bowl.  That's over £1...More","Not Mobile"
"1124","Food good but limited choice, get the feeling because it’s a gift experience you’re rushed in & out, food was brought out very quick. Staff very good.","Not Mobile"
"1125","Best steak and service drinks were great aswell we went for my mums 60th and she and were made feel so comfortable","Not Mobile"
"1126","Great evening spent worth every penny. The welcome was very good and everything was quick. The food was amazing and customer service was 150 out of 100 !! Definitely will be coming back soon.","Not Mobile"
"1127","Went here as part of a deal enjoyed the food very much, little surprised to have to pay extra for chips to go with steak. Food was all good & generous portions. Cocktail was also very nice & good selection. Waitress very helpful. Toilets are...More","Not Mobile"
"1128","A virgin experience which was disappointing.  All steaks cost extra but for the rump, and then it literally came with nothing! Starters nothing special and presentation uninaginative. Service was the only saving grace.","Not Mobile"
"1129","Excellent food and ok service for an expensive experience, was bought a virgin experience voucher and dinner at the above as a gift for my 40th, my brother paid £95.00 towards the meal, by the time we paid the extra for supplements towards two steak...More","Not Mobile"
"1130","This is the third time we’ve been to this restaurant over the past two years, and the menu hasn’t changed. The food was delicious, as always, but the service was slow. They really needed more staff on.","Not Mobile"
"1131","I was given a voucher for my birthday for a meal at The London Steakhouse. All the dishes we ordered were delicious! The staff were friendly and attentive, and we will definitely be returning in the near fuTrue.","Not Mobile"
"1132","I was quite disappointed .The gift I received said Luxury . But the meal was very poor . Steak not bad but so small. The Salad and veg were very average. Also the cheese board was very disappointingI feel I could not recommend...More","Not Mobile"
"1133","The steak was one of the best we have ever tasted. The waiter was so attentive. We will be back one day.","Not Mobile"
"1134","A fantastic afternoon, food was excellent and the service was one of the best. Would definitely recommend!!","Not Mobile"
"1135","Excellent staff and delicious mouth watering meals .Definitely will visit again . Recommend everyone.","Not Mobile"
"1136","We visited this place for the first time as they were offering a great deal on Bookatable. Before making a reservation, I read the reviews online, and was keen to try ot out - I must say that all positive reviews were correct - this...More","Not Mobile"
"1137","Booked via Buy A Gift and upgraded to VIP which included Starter, Main & Side, Dessert, 750ml Sparkling or Still Water, Tea or Coffee (Any), Bottle of wine up to £35, Celebration Gift and Sevice Charge included. Really special night, took out coats on arrival,...More","Mobile"
"1138","Enjoyable afternoon to spend with an old friend. We had the set menu, of 3 courses - VFM. The lemon posset was to die for!Everything was at a leisurely pace for us (we were the last to leave!),","Not Mobile"
"1139","When you walk into the restaurant, I was reminded of one of those wild west films where it goes all quiet and everyone turns round. Not that was the case, it just didn't feel like there was an atmosphere or warmth. Food itself was impressive....More","Not Mobile"
"1140","Not great at all, corked bottle of Beaujolais  that the waitress tried to fob us off as sediment until maitre’d sorted out a new bottle for us and recognised the waitress had broken the cork. Nice starters (kipper pate and chicken liver parfait) mains very...More","Mobile"
"1141","Gifted a meal experience here by our son. Lovely venue for a lunch date! Great service and attentive staff. Food was very very good and all in all a fab day.","Not Mobile"
"1142","Wonderful restaurant, great food and cocktails...But don’t waste your time on anything other than the steak from the set menu!! Too good to not have!","Not Mobile"
"1143","The taste for the food have little flavour.  I thought it should have better flavour in the food.  I thought this restaurant is expensive so should have great food. I expected the presentation of the food should be posh, but it was normal to me....More","Not Mobile"
"1144","Lovely setting with excellent service. The food was delicious, waiting staff extremely attentive without interrupting throughout the evening. I would definitely recommend an evening here.","Not Mobile"
"1145","Ate here recently as part of a Buyagift voucher in combination with the Shard. On past experiences, restaurants in these voucher schemes have not always been the best quality , so was surprised that this place was really rather good. Even on a Sunday night,...More","Not Mobile"
"1146","The venue was good as were the waiters, but the two steaks we ordered were tough and fatty.I was given a sharper knife but it made no difference. The Head Waiter offered us replacements but we were pressed for time. Two free glasses of...More","Not Mobile"
"1147","Arrived  an hour early but no problem/ We were seated immediately and the satff were very attentive but not over the top. Food was excellent and very good choice of wines.","Not Mobile"
"1148","Lunch at the London Steakhouse was brilliant, the steak cooked to perfection. Very friendly staff, great location. Only 4 out of 5 for the ordering process - the restaurant is using tablets and ordering seemed to have taken quite a while, plus while ordering we...More","Not Mobile"
"1149","We visited as part of a Virgin Experience deal and had the set meal. We also paid another £55 to get the VIP experience. The food was average at best and we considering we paid our over £100 in advance it was a bad let...More","Not Mobile"
"1150","Meal overall good. However, lost star because steak was awful and this in a top STEAKhouse! Starters, deserts and cocktails all good. Setting good and staff friendly. Did not appreciate having to pay £5.50 for each vegetable! I think someone needs to whisper in Marco’s...More","Not Mobile"
"1151","We had a Virgin experience from our kids at Christmas and couldn't wait to use it. We visited the Shard last Saturday which was great, and then went to London Steakhouse for Sunday lunch. I always feel a bit embarrassed going somewhere nice with a...More","Not Mobile"
"1152","This was a birthday present which included a trip up the Shard with Lunch here. We chose the 3 course option with a cocktail. I had the beef bourguignon, my partner had the steak, we both enjoyed all the courses, ending with happy birthday in...More","Not Mobile"
"1153","We really enjoyed our three course lunch at the London Steakhouse Co.  we were served with drinks straight away and the lunchtime menu was very good.   Great service and excellent food.","Not Mobile"
"1154","We went here as part of a Virgin experience day (Shard + dinner at the Steakhouse) and we were very happy with the food. I had the mint and pea soup for starters and it was velvety and smooth, and very tasty. My husband had...More","Not Mobile"
"1155","Choice was good for 3 courses. Some though do not come with sides. Enjoyed the cocktail. Wine very over priced. Cheapest at £33 was out of stock. A glass of wine was £17! Service was attentive.","Not Mobile"
"1156","Delicious Food, dessert & cocktails in a cosy atmosphere. Will be back soon and definitely recommend to any one who wants that feel good factor. Everything is spot on!","Not Mobile"
"1157","We booked a deal which included a cost to the Shard. We were greeted by friendly staff who maintained the hospitality throughout our visit. Every course was excellent with our party commenting positively on their respective choices. Highly recommend.","Not Mobile"
"1158","We visited on a voucher. Voucher menu was very limited and different from the one advertised which was disappointing. The waitress didn’t enter our starters correctly so our main course arrived but no starters. Main course steak is literally a piece of steak and any...More","Not Mobile"
"1159","Nice enough for an vist food was fine steak was bit chewy but think that was because bit rarer then I like I sould have asked for it to be cooked bit more plus we had set meal as it was a gift voucher but...More","Not Mobile"
"1160","Was given a Virgin voucher for Shard visit and MPW meal, so booked our meal here. Staff were excellent but food and drink no so in my opinion. Had a cocktail with starter of beetroot salad, which was good. Rump steak was OK but a...More","Mobile"
"1161","I booked a table at this restaurant to celebrate my husband’s birthday. He is a huge fan of steak and has been to a few top restaurants. We both had a fantastic afternoon!The restaurant itself didn’t look much from the outside, however on entering...More","Not Mobile"
"1162","Excellent meat, and the rest was pretty good too. The service felt a little hasty, but overall satisfied.","Not Mobile"
"1163","We were given this as a voucher as a gift. The food was delicious and the service was good. Naturally the set menu was restricted, but the choice was good. A little odd that vegetables and potatoes were included in some main courses, while fries...More","Not Mobile"
"1164","I have to say, I was quite disappointed with this restaurant for a few reasons. On the positive side firstly, the staff were friendly and very courteous; they were tripping over themselves to help. The reasons I won’t be returning are:1. It’s a bit...More","Mobile"
"1165","Went as part of a Virgin Experience with The Shard included. The Shard was spectacular, Marco Pierre White London Steakhouse (City) not so. The food was average, décor dated and in need of modernisation, staff didn't understand us and our requirements, we felt rushed with...More","Not Mobile"
"1166","Very nice atmosphere Very kind and friendly staff Very tasty foodNice cocktails Nice area We enjoyed our self very much","Not Mobile"
"1167","Prices well worth the food, it was excellent by far, the hospitality was top notch, thank you for the great food.","Not Mobile"
"1168","They were very helpful and saved our table when we were running late. The food was excellent, felt a little rushed but, once we said to waiters they didn't rush us further. The bar staff were slow, know one served us at the bar whilst...More","Not Mobile"
"1169","Very nice place and very friendly staff. The food was cooked to a high standard. The restaurant was highly staffed and the waiters and waitresses seemed to be enjoying there jobs.","Not Mobile"
"1170","Our second visit to the City location and again very enjoyable.  Lovely food, good service and pleasant surroundings.  We used the VIP Upgrade Dining Experience and feel this was good value for money.  Will happily return.","Not Mobile"
"1171","Great service, really nice food and cocktails.It is a perfect place to go before going out for drinks in the city","Not Mobile"
"1172","Come to the restaurant with family, excellent service and the food was amazing. Would definitely recommend","Not Mobile"
"1173","I Expected a lot more from a restaurant Run by a known chef like Marco ... typical city London restaurant chain average food, average service by untrained staff and poor value for your money","Not Mobile"
"1174","Location good, food ‘okay’, bit disappointing to be honest. Upgraded our menu/steaks, still average. Wouldn’t go again.","Not Mobile"
"1175","The service was great and the food was delicious. Great atmosphere and detail in the restaurant. Steak was melt in your mouth!","Not Mobile"
"1176","From the outset things didn't bode well as we were ignored for 5 minutes. Once seated we ordered cocktails, and our food. Starters appeared...as my friend was still in the toilet. Beetroot lovely; Mackerel awful as not fresh and not cured properly. Mains arrived, and...More","Not Mobile"
"1177","I booked the restaurant and Shard through Groupon. For £95, I thought the menu would be limited, but there was plenty to choose from. As always Marco restaurants never disappoint.  Would highly recommend","Not Mobile"
"1178","Food was really good just didn’t meet my expectations for a restaurant of this price.The waiter was fantastic and the ambience of the place is very nice.We were treated as a Virgin experience gift however as booked a month in advance couldn’t have...More","Not Mobile"
"1179","Received a birthday gift via Virgin Experience Days.The voucher promised a scrumptious dining experience but unfortunately it didn't live up to this claim. The set menu choices were limited and the food was bland. You had to pay for your side orders which in my...More","Not Mobile"
"1180","We visited The Shard first then walked over London Bridge to the London Steakhouse for a fantastic cocktails and 3 course meal.  Perfect Day","Not Mobile"
"1181","We visited the London Steakhouse Co. in January as part of a Virgin Experience day voucher.The voucher was for a 3 course meal with a cocktail.  It was a set menu, with plenty to choose from.  The food was all really nice with use...More","Mobile"
"1182","The whole ambiance of restaurant is great with the dimmed lights, perfect for a date night. The waitress who served us completely ruined the experience though, forgot to serve us and when we asked to order she simply said “sorry I forgot” - poor customer...More","Not Mobile"
"1183","My wife bought Christmas Present expensive, Gorgeous meal for two. Cocktail and 3 courses, all perfect.","Not Mobile"
"1184","From the warm welcome ase we entered to the final drink we had a fantasic lunch. The ambience  was great the service and our waiter were exceptional. The food was beautifully cooked and presented .The flavours were great, steaks perfect and the lemon posset the...More","Not Mobile"
"1185","Christmas treat I brought for me and my husband from virgin experience which included a visit to the shard","Not Mobile"
"1186","No longer living and working in London it made a nice change to visit the city again with my wife. It was an afternoon meal and so the restaurant wasn't very packed but still had a nice atmosphere. There was a good menu of both...More","Not Mobile"
"1187","For a 3 course meal with cocktail this was good value, especially for London.  The service was excellent but perhaps a slightly longer pause before courses may be welcome.  Beware of the wine prices though, silly money!  Did think the main course was rather too...More","Not Mobile"
"1188","Amazing food and friendly staff. Went for my partners birthday. Steak cooked perfectly... will be back again soon!","Not Mobile"
"1189","I bought this meal on Groupon the restaurant was nice the staff very attentive the steak was lovely but the overall cost worked out about £5 cheaper and the tomato with balsamic vinegar for 5.25 I thought was expensive. Also the service charge which pushed...More","Not Mobile"
"1190","I had an amazing time there. It was my wife's birthday and they waiter waa absolutely excellent, providing an amazing customer service experience for both of us.","Not Mobile"
"1191","Couldn't fault it - superb service and ambience from taking our coats to presenting the bill - the food was divine -every mouthful was delicious","Not Mobile"
"1192","Disappointed with the experience. Was gifted this for a 50th Birthday.Everything other than 3 choices were a supplement. Ended up with a bill for almost £40 on top.Also spent £20 for the celebration experience which was a happy birthday written on a desert...More","Mobile"
"1193","Visited here as a birthday treat. Was concerned as it did say access via steps but also full access to wheelchair users. When I got to venue there was a disabled entrance with a lift that the manager happily pushed me to and into the...More","Not Mobile"
"1194","Fantastic from start to finish. From the front of house to receiving our coats at the end this place is great. Staff amazing. Decor exquisite. Menu great. Good amazing.  Ambience phenomenal. I can’t speak highly enough. Also very reasonably priced for all to enjoy.","Mobile"
"1195","The food was very good and the cocktail just right. Portions large so didn’t really need desert but of course I did","Not Mobile"
"1196","We thought it was in the Shard,a virgin experience .The ambience was good, secice good bur main courses had no veg , only steak unless you paid extra for veg.","Not Mobile"
"1197","The food, atmosphere and the overall service provided was very impressive and definitely myself and partner would be visiting very soon again","Not Mobile"
"1198","The whole experience in the restaurant was amazing, food great, waiter attentive throughout our time. Towards the end, right before we were leaving one of the management team (he was wearing a blue suit so I assumed he was from the management team) shouted to...More","Not Mobile"
"1199","Was made to feel welcome as soon as we arrived ours coats were hung up for us and the waiting staff were very friendly and helpful.  Food was really good and when we were leaving they came and shook hands with us and wished us...More","Not Mobile"
"1200","Nice atmosphere and service but gift voucher excluded one side dish free so steak for example should have had one. My haddock fish cake did not really need one. Soup could have included a small warm roll?? Cocktails a bit small in volume.","Not Mobile"
"1201","Was given a voucher for the 2 person £65 three course meal with cocktails. Excellent service, pleasant aesthetics, delicious food. I recommend the Sunday roast and the bread and butter pudding!","Not Mobile"
"1202","Decorations to the restaurant and toilets were looking grubby food was excellent the service was very good","Not Mobile"
"1203","My husband treated me to a weekend  in London and had pre booked the steakhouse.On arrival was instantly made welcome and warmed immediately. The food was amazing, staff friendly and perfect  ambiance .","Not Mobile"
"1204","The food was superb. The staff were amazing and we couldn't fault anything. Thankyou. My wife thoroughly enjoyed the cocktail and the steak was to die for!","Not Mobile"
"1205","Staff weren’t very friendly it was just sit down what do you want basically, not once did they ask if everything was okay, with the meal or ask if we wanted any more drinks or even let us know about the cocktails that were in...More","Not Mobile"
"1206","Been here the first time 2 years ago  and it was fantastic.Went back recently and didn’t disappoint at all. Highest quality of food and excellent service, a must for meat lovers and not. Ideal for a romantic date.","Not Mobile"
"1207","Thought having to order at extra cost any sides was a bit strange (where usually meals come with chips, jacket potato etc is standard). Starters came out extremely quickly to which i was very disappointed having ordered the prawn cocktail to start the prawns were...More","Not Mobile"
"1208","We had a Virgin Red letter day for this restaurant. On arrival we were seated & more or less ignored. When they came to take our order, several starters & main not available. The starter was a couple of tasteless prawns. The steak & you...More","Not Mobile"
"1209","A pleasant way to spend an evening tasting different gins. Helpful waiter very informative. Nice as the restaurant was not overcrowded so service was good.","Not Mobile"
"1210","The only redeeming factor this place has is the attentive and friendly waiter, everything else was poor poor poor in the extreme. We had been given a 3 course set menu as a birthday gift, I had previously been to the Kings Road steakhouse and...More","Mobile"
"1211","The service was excellent.The food was fantastic & we also loved the cocktails.  Good atmosphere. Would visit again.","Not Mobile"
"1212","There was next to nothing to order for the starters and you did decide to order something for the sake of it, it was stone cold. The steaks I had asked for well done and it came stone cold and it was rare! terrible experience...More","Not Mobile"
"1213","Classy restaurant with great food and ambiance. Definitely recommended. Will be visiting again soon.","Not Mobile"
"1214","Waiting staff were fantastic from start to finish. Nothing was too much trouble. Got the surprise package and it was well worth it. Food was fantastic as usual. Definitely recommend!","Not Mobile"
"1215","I took my mum to London Steakhouse for a relaxing night-out. At the end of our dinner, we were pleased with our selection. The coctails were very nice. Salad was very delicious. We enjoyed the mains too. The size of the dishes was a little...More","Not Mobile"
"1216","All good except our waiter not the best at pouring wine good potion of food. We would recommend for couples not with children","Not Mobile"
"1217","Nice restaurant with excellent service and good food. The food was well presented and tasty. Worth a visit","Not Mobile"
"1218","We had a five course menu, the portions were very big but we had to wait 40 minutes before our main was served. The steak was tough and overdone (not medium as requested), the restaurant was not fully booked so it is odd to know...More","Not Mobile"
"1219","We celebrated 28 years of marriage, great place for big celebrations, fully recommended. We received a voucher and the experience was good value for money.","Not Mobile"
"1220","We came here on Sunday evening, firstly the place was empty, but soon almost each one of the table was occupied. The service was very nice and pleasant straight from welcoming us to the restaurant and through out the evening, very attentive and friendly. We...More","Mobile"
"1221","I bought a Virgin Experience with the Shard View and was expecting a meal with no costs and ended up paying for extra sides because the stake meal was just a stake wich was very disapointing...and at the end of the meal I got to...More","Not Mobile"
"1222","Went to their City restaurant. Great food, brilliant staff and nice surroundings. Wine a bit pricey though. Would definitely go again.","Not Mobile"
"1223","DINNER WAS GOOD BUT PRICES OUT OF ORDER, service and atmosphere quite poor, was Christmas week nothing exciting or prepare for special night at the season. we will not  going back.","Not Mobile"
"1224","I treated my partner to a birthday dinner and didn’t regret it as we had excellent service and food throughout. We received a warm welcome by the gentleman at the door. We had the Porterhouse & cocktail deal and everything was delicious. The steak was...More","Not Mobile"
"1225","Fabulous food and service. Beautiful restaurant with attentive staff. Would  definitely recommend a visit.","Not Mobile"
"1226","Amazing experience all round.  Best steak we have ever eaten.  Looking forward to returning soon. Very attentive staff.","Not Mobile"
"1227","We had a meal as part of a Groupon deal with visit to the Shard. The restaurant design was very smart but I wasa  little surprised to see other diners in sportswear and it tarnished the 'feel' of the venue somewhat. I was also a...More","Not Mobile"
"1228","Really nice restaurant and the staff really friendly. Welcome cocktails really nice and refreshing. Starter came out really quick but quite a delay on the main. Pudding came quite quick but all in all the food was excellent well recommended a visit.","Not Mobile"
"1229","This is our second visit here. The previous time was for lunch. That was very good all be it a couple of years ago. Last night was very disappointing, we booked a set menu the choices were not that great. The better choices came with...More","Not Mobile"
"1230","All the food was good , but I have also had steaks as good at other restaurants which are equally as good , less expensive and nearer to me . So on that basis I probably wouldn’t go out of my way to visit again...More","Not Mobile"
"1231","We both enjoyed our three course meal at the London Steakhouse on Sunday afternoon.Good selection to choose from on the Menu and all our food was well presented and excellent.  All the Staff were attentive and we did not feel rushed or ignored.  Would...More","Not Mobile"
"1232","Delicious meal and lots of it.  Very satisfied with everything in the restaurant.  Very friendly staff","Not Mobile"
"1233","Was amazed to discover that the main course steak offered as part of a 3 course meal package is just that - the steak only. All vegetables and potato dishes have to be purchased separately. I don’t recall seeing that mentioned in the offer!! The...More","Not Mobile"
"1234","We fell for an offer of trip up the shard and a meal.  Expected the meal to be nearer the shard.  It was in a backstreet nearish to Liverpool street station. The food was ok but just as good could be had in a better...More","Not Mobile"
"1235","Bad communication between staff and extra orders/sides missed.Very chewy beef... good job I had a steak knife for my bourguignon, although I feel I would have been better equipped with a chainsaw.","Not Mobile"
"1236","The service was awful! We had to wait 45 mins to have our order taken, 50 mins for a drink, then when we finally had our order taken we have to wait and hour for the starter, then another hour for the main course. We...More","Not Mobile"
"1237","Would recommend this Steak house on Middlesex street 4 minutes walk from Liverpool street station the food exceptional the service outstanding Marco pierre Whites restaurant is brilliant. NEVER eaten steak like it, we had a 3 course meal and a cocktail and would highly recommend...More","Not Mobile"
"1238","Had this bought for me along with a trip up the shard from my son I had the most amazing day food and service was amazing I felt like the queen and going with my son was perfect","Not Mobile"
"1239","Great food. Staff very pleasant. Delicious cocktails and didn't feel rushed through courses. The steak was perfectly cooked.","Not Mobile"
"1240","We arrived a little late and they were very understanding. The food was lovely and you were given a large portion, the setting was relaxing, and the service couldn’t be improved on. I will definitely go again.","Not Mobile"
"1241","I won’t be going back over£4. For a bottle of water 12% service charge feel very short charged from virgin experience","Not Mobile"
"1242","The 14oz steam was so succulent and they catered the visit to my husbands birthday brilliantly! Thank you for a lovely evening!","Not Mobile"
"1243","Myself and my partner had a wonderful meal! The porterhouse steak was delicious  and was cooked to perfection! The bread and butter pudding was fabulous! Very much a delightful treat!","Mobile"
"1244","Food was amazing - I'm a vegan, only a few options but the food was very tasty! The service was great as well - friendly and attentive staff.","Not Mobile"
"1245","Went here with my wife last night. Very disappointing.Sat down and looked at the menu, chose a cocktail and a starter and a main.5 minutes later the starter arrived - no drinks yet.Starter was nice, finished those and the drinks arrived. All...More","Not Mobile"
"1246","The main course was very average although the starters were excellent - not bad value for money overall but being from South Africa I must admit even in bottom end family restaurants we get much better steaks for a quarter of the price","Not Mobile"
"1247","I hade the beefburginon that was delicious. My husband had rump steak that was grisly. Also it didn’t come with any veg or chips,We were asked if we wanted water , didn’t realise we had to pay nearly £10 for two bottles I think...More","Not Mobile"
"1248","The food was nice but for an exclusive establishment the service wasn’t very good at all. The service charge added to the bill is definitely not earned.","Not Mobile"
"1249","Me  and my boyfriend visited this restaurant for NEW YEARS EVE and it was very busy (which is to be expected obviously) however we had made a booking for 9:30pm and on the booking it stated “you may be asked to vacate the table by...More","Not Mobile"
"1250","Very disappointing. This was our second visit but never again. We were booked in for 6pm and arrived promptly and told we may need to vacate by 7.45 not a problem. However, at 7.45 we were being served our mains!  Others around us appeared to...More","Not Mobile"
"1251","The waiting staff were attentive and friendly. They decorated the deserts with a personal message as my partner and I were celebrating a rare meal out. The food was exceptional and atmosphere was great.","Not Mobile"
"1252","Food and service were good, waiter was friendly, but while our table was for 20:45 we were seated at 21:15. I got a drink at the bar while waiting, they could at least have offered it.","Not Mobile"
"1253","Poor service. We walked in no one took our name or coats and we had to ask 4 times for a drink food was ok steak very fatty. Nothing special very disappointed","Not Mobile"
"1254","Food was awesome and service was spot on.  We are going back! Not a lover of rump but it melted in my mouth, cooked to perfection.  Then bread and butter pudding to die for.  Took my girlfriend for her birthday and she loved it lol","Not Mobile"
"1255","the London Steakhouse well was great the meal  was excellent the service was good and the staff were brilliant we had a great meal and were very pleased to be hear for lunch","Not Mobile"
"1256","Was fantastic dinner specially on NYE , only there was a long queue for entry,  .meanwhile we forget it once we had our Angus PCs,  good staff , wishing all the bests","Not Mobile"
"1257","They advertise themselves along with the view from Shard building experience but they are far away on the other side of the river. Their misleading ads on Groupon and perhaps elsewhere give the strong impression that the restaurant is either in the Shard or in...More","Not Mobile"
"1258","Nothing overally special about the restaurant or food. Toilets were dirty and shabby. Ended up spending more on food than gift voucher was for as you need to buy sides separately. Steak was tough and I’ve had better at many local pub! Wouldn’t go again...More","Not Mobile"
"1259","Great lunch with great service found the prices very reasonable for London.  Can recommend the rib-eye.","Not Mobile"
"1260","Enjoyed our visit. Food was good. Worth going for £50 upgrade as it covers a bottle of wine, bottle of water, 2 side orders with main meal and tea/ coffee, also covers tip.","Not Mobile"
"1261","We waited an excessive amount of time for our meal and then it was not cooked correctly, so sent it back.  The second time was no different.For a restaurant with a famous chef behind it, was disappointed and a complete waste of money","Not Mobile"
"1262","Excellent service , very nice food ,reasonable cost .Nice friendly atmosphere , Would definitely return.","Not Mobile"
"1263","Firstly, we were greeted by a gentleman who sneezed on his hand, wiped his nose then expected a handshake. From start to finish it was awful. Staff were very dismissive, very happy for you to leave ASAP. No eye contact, no customer interaction. The food...More","Not Mobile"
"1264","I found the restaurant very romantic and relaxing. The tasting menu (25£ each) was ok, my husband finished ordering another steak which add 14£ more to the bill because the one in the tasting it is quite small (8oz) and just rump steak not rib...More","Not Mobile"
"1265","Absolutely terrible, food was like a cheap version of what other people were getting, you have to order a side or you'd only get a tiny lump of fatty steak which my whole party agreed you could buy nicer in Lidl for pennies, the sides...More","Not Mobile"
"1266","We visited a couple of days ago with a groupon deal. I had the roast beef as I’m very fussy with steak and was worried I wouldn’t like it. The roast was lovely. However my husband ordered the steak which was just a 8oz steak...More","Not Mobile"
"1267","A place with a huge History, the restaurant is run by Marco Pierre-White with focus on steak. We loved the experience","Not Mobile"
"1268","As you can see from many other reviews the Virgin meal and shard package is a complete rip off!The shard is nowhere near this restaurant and the area where the restaurant is isn’t great!As for the meal, what a joke!We paid an...More","Mobile"
"1269","The food was average, not the best but the customer service was brilliant!!! Lovely vibe to the restaurant, the food just wasn't up to the standard I expected!","Not Mobile"
"1270","Having received the meals as a gift, and as our trip to Paris had to be cancelled due to strikes in France, we opted to use the opportunity as part of our 30th Wedding Anniversary celebrations. Disappointment is an understatement. Greeted by a Maitre D...More","Not Mobile"
"1271","The steak was amazing staff friendly polite and helpful the steakhouse was very clean I would recommend","Mobile"
